KORT;KORT EID AV KUNDE;PRIS BOOKING;MEDLEM;KUNDEID;RESSURS;BESØKSDATO;STARTTID;BESTILLINGSDATO;BESTILLINGSTID;ANTALLRESURSER
<br/>;Gyldig for angitt antall dager NOK 400;NOK 0;yes;6064820;Dropin  - Sukkerbiten;01.05.2022;14:30-16:00;18.04.2022;18.04.2022 22:33;1
<br/>;;NOK 350;No;6749601;Dropin  - Sukkerbiten;01.05.2022;14:30-16:00;20.04.2022;20.04.2022 17:34;2
<br/>;;NOK 300;yes;6058891;Dropin  - Sukkerbiten;01.05.2022;14:30-16:00;20.04.2022;20.04.2022 21:35;3
<br/>;;NOK 100;yes;6000147;Dropin  - Sukkerbiten;01.05.2022;14:30-16:00;28.04.2022;28.04.2022 22:54;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400;NOK 0;yes;6442023;Dropin  - Sukkerbiten;01.05.2022;14:30-16:00;29.04.2022;29.04.2022 10:43;1
<br/>;Gyldig for angitt antall dager NOK 400;NOK 0;yes;6804935;Dropin  - Bademaschin/Snipa;01.05.2022;14:30-16:00;24.04.2022;24.04.2022 11:05;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400;NOK 0;yes;6045402;Dropin  - Bademaschin/Snipa;01.05.2022;14:30-16:00;24.04.2022;24.04.2022 15:01;1
<br/>;;NOK 250;yes;6806460;Dropin  - Bademaschin/Snipa;01.05.2022;14:30-16:00;24.04.2022;24.04.2022 15:08;3
<br/>;;NOK 525;No;6826741;Dropin  - Bademaschin/Snipa;01.05.2022;14:30-16:00;26.04.2022;26.04.2022 14:25;3
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 2 500;NOK 0;No;5511829;Dropin  - Bademaschin/Snipa;01.05.2022;14:30-16:00;27.04.2022;27.04.2022 06:43;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400    Gyldig for angitt antall dager NOK 400;NOK 0;No;6191069;Dropin  - Bademaschin/Snipa;01.05.2022;14:30-16:00;01.05.2022;01.05.2022 13:00;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 1 000    Gyldig for angitt antall dager NOK 400;NOK 0;yes;5868011;Dropin - Kroloftet (Svartdalen);01.05.2022;14:30-16:00;01.05.2022;01.05.2022 12:23;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 2 500;NOK 0;No;5779502;Dropin - Kroloftet (Svartdalen);01.05.2022;14:30-16:00;01.05.2022;01.05.2022 13:50;1
<br/>;;NOK 2 000;yes;6157742;Skarven;01.05.2022;15:00-17:00;28.03.2022;28.03.2022 19:06;1
<br/>;;NOK 1 800;No;6838668;Badstua Bispen;01.05.2022;15:00-17:00;30.04.2022;30.04.2022 06:19;1
<br/>;;NOK 700;No;6775692;Dropin  - Sukkerbiten;01.05.2022;16:00-17:30;10.04.2022;10.04.2022 16:10;4
<br/>;;NOK 100;yes;5978348;Dropin  - Sukkerbiten;01.05.2022;16:00-17:30;16.04.2022;16.04.2022 11:18;1
<br/>;;NOK 350;No;6801507;Dropin  - Sukkerbiten;01.05.2022;16:00-17:30;18.04.2022;18.04.2022 21:25;2
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400;NOK 0;yes;6284672;Dropin  - Sukkerbiten;01.05.2022;16:00-17:30;23.04.2022;23.04.2022 12:07;1
<br/>;;NOK 400;yes;6352868;Dropin  - Sukkerbiten;01.05.2022;16:00-17:30;23.04.2022;23.04.2022 15:00;4
<br/>;;NOK 200;yes;6042733;Dropin  - Sukkerbiten;01.05.2022;16:00-17:30;23.04.2022;23.04.2022 20:53;2
Årskort/månedskort   <br/>;Antall ganger NOK 300    Gyldig for angitt antall dager NOK 2 500;NOK 0;yes;5501427;Dropin  - Sukkerbiten;01.05.2022;16:00-17:30;24.04.2022;24.04.2022 18:22;1
<br/>;;NOK 200;yes;5946890;Dropin  - Sukkerbiten;01.05.2022;16:00-17:30;25.04.2022;25.04.2022 22:07;2
<br/>;Gyldig for angitt antall dager NOK 2 500    Gyldig for angitt antall dager NOK 2 800    Rabatten er gyldig for et gitt antall dager NOK 200;NOK 0;yes;5415318;Dropin  - Sukkerbiten;01.05.2022;16:00-17:30;25.04.2022;25.04.2022 22:52;1
<br/>;Gyldig for angitt antall dager NOK 400;NOK 0;No;6144767;Dropin  - Sukkerbiten;01.05.2022;16:00-17:30;30.04.2022;30.04.2022 18:30;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400;NOK 200;yes;6614241;Dropin  - Bademaschin/Snipa;01.05.2022;16:00-17:30;24.04.2022;24.04.2022 11:07;2
<br/>;;NOK 525;No;6666383;Dropin  - Bademaschin/Snipa;01.05.2022;16:00-17:30;24.04.2022;24.04.2022 23:07;3
<br/>;Gyldig for angitt antall dager NOK 1 000    Gyldig for angitt antall dager NOK 400;NOK 100;yes;5708837;Dropin  - Bademaschin/Snipa;01.05.2022;16:00-17:30;26.04.2022;26.04.2022 08:08;1
<br/>;;NOK 700;No;6825955;Dropin  - Bademaschin/Snipa;01.05.2022;16:00-17:30;26.04.2022;26.04.2022 09:19;4
<br/>;;NOK 175;No;6838103;Dropin  - Bademaschin/Snipa;01.05.2022;16:00-17:30;29.04.2022;29.04.2022 23:03;1
<br/>;;NOK 350;No;6838429;Dropin  - Bademaschin/Snipa;01.05.2022;16:00-17:30;30.04.2022;30.04.2022 02:44;2
<br/>;Gyldig for angitt antall dager NOK 400;NOK 0;yes;6269429;Dropin  - Bademaschin/Snipa;01.05.2022;16:00-17:30;30.04.2022;30.04.2022 09:08;1
<br/>;;NOK 350;No;6838955;Dropin  - Bademaschin/Snipa;01.05.2022;16:00-17:30;30.04.2022;30.04.2022 09:40;2
<br/>;;NOK 175;No;6838957;Dropin  - Bademaschin/Snipa;01.05.2022;16:00-17:30;30.04.2022;30.04.2022 09:41;1
<br/>;;NOK 350;No;6839052;Dropin  - Bademaschin/Snipa;01.05.2022;16:00-17:30;30.04.2022;30.04.2022 10:13;2
<br/>;;NOK 175;No;6842328;Dropin - Kroloftet (Svartdalen);01.05.2022;16:00-17:30;01.05.2022;01.05.2022 12:00;1
<br/>;;NOK 175;No;6842384;Dropin - Kroloftet (Svartdalen);01.05.2022;16:00-17:30;01.05.2022;01.05.2022 12:14;1
<br/>;Gyldig for angitt antall dager NOK 400;NOK 0;yes;6073950;Dropin - Kroloftet (Svartdalen);01.05.2022;16:00-17:30;01.05.2022;01.05.2022 15:50;1
<br/>;;NOK 1 500;yes;6249993;Måken;01.05.2022;16:00-18:00;18.04.2022;18.04.2022 19:03;1
<br/>;;NOK 2 000;No;6762452;Alken;01.05.2022;16:15-18:15;06.04.2022;06.04.2022 20:40;1
<br/>;;NOK 2 000;No;6837833;Ærfuglen;01.05.2022;16:15-18:15;29.04.2022;29.04.2022 21:28;1
<br/>;;NOK 2 000;yes;5501329;Snipa;01.05.2022;16:30-18:30;29.04.2022;29.04.2022 18:23;1
<br/>;;NOK 0;No;6474164;Skarven;01.05.2022;17:00-19:00;29.12.2021;29.12.2021 18:58;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 2 500;NOK 0;yes;5868449;Dropin  - Sukkerbiten;01.05.2022;17:30-19:00;11.04.2022;11.04.2022 09:40;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400;NOK 0;yes;6497329;Dropin  - Sukkerbiten;01.05.2022;17:30-19:00;17.04.2022;17.04.2022 01:34;1
<br/>;;NOK 300;yes;6582679;Dropin  - Sukkerbiten;01.05.2022;17:30-19:00;20.04.2022;20.04.2022 23:20;3
<br/>;;NOK 100;yes;6354357;Dropin  - Sukkerbiten;01.05.2022;17:30-19:00;22.04.2022;22.04.2022 07:23;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 2 500;NOK 0;No;5752539;Dropin  - Sukkerbiten;01.05.2022;17:30-19:00;24.04.2022;24.04.2022 14:53;1
<br/>;;NOK 175;No;6058253;Dropin  - Sukkerbiten;01.05.2022;17:30-19:00;24.04.2022;24.04.2022 14:57;1
<br/>;;NOK 400;yes;5757734;Dropin  - Sukkerbiten;01.05.2022;17:30-19:00;24.04.2022;24.04.2022 21:26;4
<br/>;Gyldig for angitt antall dager NOK 1 000;NOK 200;yes;5998691;Dropin  - Sukkerbiten;01.05.2022;17:30-19:00;25.04.2022;25.04.2022 10:00;2
<br/>;;NOK 200;yes;5974359;Dropin  - Sukkerbiten;01.05.2022;17:30-19:00;25.04.2022;25.04.2022 12:39;2
<br/>;Rabatten er gyldig for et gitt antall dager NOK 200    Gyldig for angitt antall dager NOK 400;NOK 100;yes;5707555;Dropin  - Sukkerbiten;01.05.2022;17:30-19:00;29.04.2022;29.04.2022 19:26;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 1 000    Gyldig for angitt antall dager NOK 400;NOK 0;yes;5707512;Dropin  - Sukkerbiten;01.05.2022;17:30-19:00;01.05.2022;01.05.2022 16:44;1
<br/>;;NOK 700;No;5721852;Dropin  - Bademaschin/Snipa;01.05.2022;17:30-19:00;14.04.2022;14.04.2022 19:07;4
<br/>;;NOK 400;yes;6444557;Dropin  - Bademaschin/Snipa;01.05.2022;17:30-19:00;20.04.2022;20.04.2022 13:20;4
<br/>;Gyldig for angitt antall dager NOK 1 000    Rabatten er gyldig for et gitt antall dager NOK 200;NOK 100;yes;5716966;Dropin  - Bademaschin/Snipa;01.05.2022;17:30-19:00;23.04.2022;23.04.2022 17:02;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400    Gyldig for angitt antall dager NOK 400;NOK 0;No;6014111;Dropin  - Bademaschin/Snipa;01.05.2022;17:30-19:00;25.04.2022;25.04.2022 17:00;1
<br/>;;NOK 250;No;6538161;Dropin  - Bademaschin/Snipa;01.05.2022;17:30-19:00;29.04.2022;29.04.2022 17:47;2
<br/>;;NOK 350;yes;6797092;Dropin  - Bademaschin/Snipa;01.05.2022;17:30-19:00;29.04.2022;29.04.2022 19:38;4
<br/>;;NOK 175;No;6837541;Dropin  - Bademaschin/Snipa;01.05.2022;17:30-19:00;29.04.2022;29.04.2022 20:17;1
<br/>;;NOK 175;yes;5768930;Dropin  - Bademaschin/Snipa;01.05.2022;17:30-19:00;30.04.2022;30.04.2022 00:53;2
<br/>;;NOK 100;yes;6545602;Dropin  - Bademaschin/Snipa;01.05.2022;17:30-19:00;01.05.2022;01.05.2022 14:28;1
<br/>;Gyldig for angitt antall dager NOK 2 800;NOK 0;No;5726656;Dropin - Kroloftet (Svartdalen);01.05.2022;17:30-19:00;01.05.2022;01.05.2022 16:51;1
<br/>;Gyldig for angitt antall dager NOK 2 800;NOK 0;No;5717791;Dropin - Kroloftet (Svartdalen);01.05.2022;17:30-19:00;01.05.2022;01.05.2022 16:51;1
<br/>;;NOK 1 200;yes;5804296;Måken;01.05.2022;18:00-20:00;20.04.2022;20.04.2022 19:09;1
<br/>;;NOK 2 000;No;5828887;Ærfuglen;01.05.2022;18:15-20:15;22.04.2022;22.04.2022 22:46;1
<br/>;Gyldig for angitt antall dager NOK 400;NOK 0;yes;5501320;Dropin  - Bademaschin/Snipa;01.05.2022;19:00-20:30;29.04.2022;29.04.2022 16:53;1
<br/>;;NOK 175;No;6837026;Dropin  - Bademaschin/Snipa;01.05.2022;19:00-20:30;29.04.2022;29.04.2022 17:55;1
<br/>;;NOK 100;yes;5809583;Dropin  - Bademaschin/Snipa;01.05.2022;19:00-20:30;29.04.2022;29.04.2022 18:11;1
<br/>;Gyldig for angitt antall dager NOK 400;NOK 0;yes;6444546;Dropin  - Bademaschin/Snipa;01.05.2022;19:00-20:30;29.04.2022;29.04.2022 19:52;1
<br/>;;NOK 200;yes;6218480;Dropin  - Bademaschin/Snipa;01.05.2022;19:00-20:30;30.04.2022;30.04.2022 00:58;2
<br/>;;NOK 300;yes;4894644;Dropin  - Bademaschin/Snipa;01.05.2022;19:00-20:30;30.04.2022;30.04.2022 10:07;3
<br/>;;NOK 100;yes;6408121;Dropin  - Bademaschin/Snipa;01.05.2022;19:00-20:30;30.04.2022;30.04.2022 10:19;1
Gavekort<br/>;;NOK 0;yes;6174778;Dropin - Kroloftet (Svartdalen);01.05.2022;19:00-20:30;01.05.2022;01.05.2022 09:29;2
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 2 500;NOK 0;yes;5503605;Dropin - Kroloftet (Svartdalen);01.05.2022;19:00-20:30;01.05.2022;01.05.2022 10:30;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400    Gyldig for angitt antall dager NOK 400;NOK 0;yes;6189940;Dropin - Kroloftet (Svartdalen);01.05.2022;19:00-20:30;01.05.2022;01.05.2022 12:54;1
<br/>;;NOK 200;yes;6720242;Dropin - Kroloftet (Svartdalen);01.05.2022;19:00-20:30;01.05.2022;01.05.2022 14:53;2
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400;NOK 0;yes;6491106;Dropin - Kroloftet (Svartdalen);01.05.2022;19:00-20:30;01.05.2022;01.05.2022 16:27;1
<br/>;Gyldig for angitt antall dager NOK 400;NOK 0;yes;6361568;Dropin - Kroloftet (Svartdalen);01.05.2022;19:00-20:30;01.05.2022;01.05.2022 18:41;1
<br/>;;NOK 2 300;No;6825244;Skarven;01.05.2022;19:00-21:00;26.04.2022;26.04.2022 00:23;1
<br/>;;NOK 2 300;No;6763703;Anda;01.05.2022;19:00-21:00;07.04.2022;07.04.2022 07:29;1
<br/>;;NOK 2 000;yes;6723532;Havørnen;01.05.2022;19:15-21:15;28.03.2022;28.03.2022 20:24;1
<br/>;;NOK 2 800;No;5895307;Bademaschin 2;01.05.2022;19:15-21:15;11.12.2021;11.12.2021 22:17;1
<br/>;;NOK 2 000;yes;6704440;Skarven;01.05.2022;21:00-23:00;21.03.2022;21.03.2022 21:10;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 2 500    Antall ganger NOK 300;NOK 0;yes;5718660;Dropin  - Sukkerbiten;02.05.2022;07:00-08:30;11.04.2022;11.04.2022 11:56;1
<br/>;;NOK 300;yes;5539880;Dropin  - Sukkerbiten;02.05.2022;07:00-08:30;15.04.2022;15.04.2022 12:21;3
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400    Gyldig for angitt antall dager NOK 400    Antall ganger NOK 300;NOK 0;yes;5501404;Dropin  - Sukkerbiten;02.05.2022;07:00-08:30;22.04.2022;22.04.2022 23:49;1
<br/>;;NOK 525;No;6816239;Dropin  - Sukkerbiten;02.05.2022;07:00-08:30;23.04.2022;23.04.2022 11:14;3
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400;NOK 0;yes;6360854;Dropin  - Sukkerbiten;02.05.2022;07:00-08:30;24.04.2022;24.04.2022 18:06;1
<br/>;Gyldig for angitt antall dager NOK 400;NOK 0;No;6073592;Dropin  - Sukkerbiten;02.05.2022;07:00-08:30;25.04.2022;25.04.2022 09:47;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400    Gyldig for angitt antall dager NOK 400;NOK 0;yes;5838648;Dropin  - Sukkerbiten;02.05.2022;07:00-08:30;25.04.2022;25.04.2022 09:56;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 2 800;NOK 0;yes;5501307;Dropin  - Sukkerbiten;02.05.2022;07:00-08:30;26.04.2022;26.04.2022 13:25;1
<br/>;Gyldig for angitt antall dager NOK 2 800    Rabatten er gyldig for et gitt antall dager     Gyldig for angitt antall dager NOK 400;NOK 0;yes;5707154;Dropin  - Sukkerbiten;02.05.2022;07:00-08:30;29.04.2022;29.04.2022 11:50;1
<br/>;;NOK 100;yes;6835161;Dropin  - Sukkerbiten;02.05.2022;07:00-08:30;29.04.2022;29.04.2022 17:53;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400    Gyldig for angitt antall dager NOK 400;NOK 0;yes;5501579;Dropin  - Sukkerbiten;02.05.2022;07:00-08:30;30.04.2022;30.04.2022 14:45;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 2 500    Antall ganger NOK 300;NOK 0;yes;5745267;Dropin  - Sukkerbiten;02.05.2022;07:00-08:30;30.04.2022;30.04.2022 18:38;1
<br/>;;NOK 300;yes;6840810;Dropin  - Sukkerbiten;02.05.2022;07:00-08:30;30.04.2022;30.04.2022 19:54;3
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400    Gyldig for angitt antall dager NOK 400;NOK 0;yes;6111176;Dropin  - Sukkerbiten;02.05.2022;07:00-08:30;01.05.2022;01.05.2022 09:55;1
<br/>;;NOK 200;yes;6148242;Dropin  - Sukkerbiten;02.05.2022;07:00-08:30;01.05.2022;01.05.2022 10:56;2
<br/>;;NOK 350;No;6520410;Dropin  - Sukkerbiten;02.05.2022;07:00-08:30;01.05.2022;01.05.2022 12:26;2
<br/>;;NOK 100;yes;6803526;Dropin  - Sukkerbiten;02.05.2022;07:00-08:30;01.05.2022;01.05.2022 14:21;1
<br/>;;NOK 100;yes;6842786;Dropin  - Sukkerbiten;02.05.2022;07:00-08:30;01.05.2022;01.05.2022 14:46;1
<br/>;;NOK 175;yes;6350643;Dropin  - Sukkerbiten;02.05.2022;07:00-08:30;01.05.2022;01.05.2022 15:37;1
<br/>;Gyldig for angitt antall dager NOK 400    Antall ganger NOK 200;NOK 0;yes;6109520;Dropin  - Sukkerbiten;02.05.2022;07:00-08:30;01.05.2022;01.05.2022 17:30;1
<br/>;Gyldig for angitt antall dager NOK 2 500    Rabatten er gyldig for et gitt antall dager     Gyldig for angitt antall dager NOK 400;NOK 0;yes;5502263;Dropin  - Sukkerbiten;02.05.2022;07:00-08:30;01.05.2022;01.05.2022 18:09;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400    Gyldig for angitt antall dager NOK 400;NOK 0;No;5716640;Dropin  - Sukkerbiten;02.05.2022;07:00-08:30;01.05.2022;01.05.2022 18:31;1
<br/>;Gyldig for angitt antall dager NOK 400;NOK 0;yes;6548163;Dropin  - Sukkerbiten;02.05.2022;07:00-08:30;01.05.2022;01.05.2022 22:07;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 2 500;NOK 0;No;5819504;Dropin  - Bademaschin/Snipa;02.05.2022;07:00-08:30;27.04.2022;27.04.2022 19:56;1
<br/>;;NOK 350;No;6457300;Dropin  - Bademaschin/Snipa;02.05.2022;07:00-08:30;28.04.2022;28.04.2022 08:47;2
<br/>;Gyldig for angitt antall dager NOK 400;NOK 0;yes;5524731;Dropin  - Bademaschin/Snipa;02.05.2022;07:00-08:30;29.04.2022;29.04.2022 22:04;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400    Gyldig for angitt antall dager NOK 400;NOK 0;No;5819510;Dropin  - Bademaschin/Snipa;02.05.2022;07:00-08:30;01.05.2022;01.05.2022 11:38;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400;NOK 0;yes;6776398;Dropin  - Bademaschin/Snipa;02.05.2022;07:00-08:30;01.05.2022;01.05.2022 18:44;1
<br/>;Gyldig for angitt antall dager NOK 400;NOK 0;yes;6827280;Dropin  - Bademaschin/Snipa;02.05.2022;07:00-08:30;01.05.2022;01.05.2022 22:21;1
<br/>;;NOK 175;No;6844722;Dropin  - Bademaschin/Snipa;02.05.2022;07:00-08:30;02.05.2022;02.05.2022 06:36;1
<br/>;;NOK 400;yes;6029423;Dropin  - Sukkerbiten;02.05.2022;08:30-10:00;13.04.2022;13.04.2022 07:40;4
<br/>;;NOK 100;yes;6029423;Dropin  - Sukkerbiten;02.05.2022;08:30-10:00;13.04.2022;13.04.2022 10:17;1
<br/>;Gyldig for angitt antall dager NOK 400;NOK 100;yes;6108148;Dropin  - Sukkerbiten;02.05.2022;08:30-10:00;28.04.2022;28.04.2022 14:29;1
Gavekort<br/>;;NOK 0;yes;6475963;Dropin  - Sukkerbiten;02.05.2022;08:30-10:00;29.04.2022;29.04.2022 20:39;1
<br/>;;NOK 175;No;6169583;Dropin  - Sukkerbiten;02.05.2022;08:30-10:00;30.04.2022;30.04.2022 20:24;1
<br/>;;NOK 200;yes;6749812;Dropin  - Sukkerbiten;02.05.2022;08:30-10:00;01.05.2022;01.05.2022 11:27;2
<br/>;;NOK 350;No;6842781;Dropin  - Sukkerbiten;02.05.2022;08:30-10:00;01.05.2022;01.05.2022 14:43;2
<br/>;;NOK 100;yes;5545885;Dropin  - Sukkerbiten;02.05.2022;08:30-10:00;01.05.2022;01.05.2022 15:36;1
<br/>;Antall ganger NOK 300;NOK 175;No;6375066;Dropin  - Sukkerbiten;02.05.2022;08:30-10:00;01.05.2022;01.05.2022 18:46;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 1 000    Gyldig for angitt antall dager NOK 400;NOK 0;yes;5501379;Dropin  - Sukkerbiten;02.05.2022;08:30-10:00;01.05.2022;01.05.2022 19:36;1
<br/>;Gyldig for angitt antall dager NOK 400;NOK 0;yes;6087065;Dropin  - Sukkerbiten;02.05.2022;08:30-10:00;01.05.2022;01.05.2022 22:45;1
<br/>;Gyldig for angitt antall dager NOK 400;NOK 0;No;6420883;Dropin  - Sukkerbiten;02.05.2022;08:30-10:00;02.05.2022;02.05.2022 00:00;1
<br/>;Gyldig for angitt antall dager NOK 400;NOK 100;yes;6474480;Dropin  - Sukkerbiten;02.05.2022;08:30-10:00;02.05.2022;02.05.2022 01:45;1
<br/>;;NOK 175;No;5857292;Dropin  - Sukkerbiten;02.05.2022;08:30-10:00;02.05.2022;02.05.2022 09:07;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 1 000;NOK 0;No;6010804;Dropin  - Bademaschin/Snipa;02.05.2022;08:30-10:00;13.04.2022;13.04.2022 10:58;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400;NOK 0;yes;5501691;Dropin  - Bademaschin/Snipa;02.05.2022;08:30-10:00;25.04.2022;25.04.2022 19:59;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 1 000;NOK 0;No;6491437;Dropin  - Bademaschin/Snipa;02.05.2022;08:30-10:00;26.04.2022;26.04.2022 14:29;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 1 000;NOK 0;No;6010814;Dropin  - Bademaschin/Snipa;02.05.2022;08:30-10:00;26.04.2022;26.04.2022 15:09;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400;NOK 200;yes;6614241;Dropin  - Bademaschin/Snipa;02.05.2022;08:30-10:00;27.04.2022;27.04.2022 14:37;2
<br/>;;NOK 525;No;6550005;Dropin  - Bademaschin/Snipa;02.05.2022;08:30-10:00;28.04.2022;28.04.2022 12:18;3
<br/>;;NOK 300;yes;6502842;Dropin  - Bademaschin/Snipa;02.05.2022;08:30-10:00;28.04.2022;28.04.2022 16:00;3
<br/>;;NOK 175;No;6604855;Dropin  - Bademaschin/Snipa;02.05.2022;08:30-10:00;28.04.2022;28.04.2022 21:32;1
<br/>;;NOK 100;yes;6023186;Dropin  - Bademaschin/Snipa;02.05.2022;08:30-10:00;29.04.2022;29.04.2022 15:18;1
<br/>;;NOK 175;No;6550056;Dropin  - Bademaschin/Snipa;02.05.2022;08:30-10:00;30.04.2022;30.04.2022 12:56;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 1 000;NOK 0;No;6015641;Dropin  - Bademaschin/Snipa;02.05.2022;08:30-10:00;30.04.2022;30.04.2022 23:28;1
<br/>;;NOK 100;yes;6803143;Dropin  - Bademaschin/Snipa;02.05.2022;08:30-10:00;01.05.2022;01.05.2022 12:46;1
<br/>;;NOK 350;No;6842610;Dropin  - Bademaschin/Snipa;02.05.2022;08:30-10:00;01.05.2022;01.05.2022 13:37;2
<br/>;;NOK 175;No;6843340;Dropin  - Bademaschin/Snipa;02.05.2022;08:30-10:00;01.05.2022;01.05.2022 18:16;1
<br/>;;NOK 525;No;6791545;Dropin  - Sukkerbiten;02.05.2022;10:00-11:30;15.04.2022;15.04.2022 10:38;3
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 1 000    Gyldig for angitt antall dager NOK 400;NOK 0;yes;5877772;Dropin  - Sukkerbiten;02.05.2022;10:00-11:30;15.04.2022;15.04.2022 21:37;1
<br/>;;NOK 350;No;6839927;Dropin  - Sukkerbiten;02.05.2022;10:00-11:30;30.04.2022;30.04.2022 14:57;2
<br/>;Gyldig for angitt antall dager NOK 400;NOK 0;No;6144767;Dropin  - Sukkerbiten;02.05.2022;10:00-11:30;30.04.2022;30.04.2022 18:31;1
<br/>;;NOK 350;No;6700449;Dropin  - Sukkerbiten;02.05.2022;10:00-11:30;01.05.2022;01.05.2022 11:21;2
<br/>;Gyldig for angitt antall dager NOK 400;NOK 0;yes;5852910;Dropin  - Sukkerbiten;02.05.2022;10:00-11:30;01.05.2022;01.05.2022 12:46;1
<br/>;;NOK 200;yes;6471760;Dropin  - Sukkerbiten;02.05.2022;10:00-11:30;01.05.2022;01.05.2022 15:26;2
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400;NOK 0;yes;5963736;Dropin  - Sukkerbiten;02.05.2022;10:00-11:30;01.05.2022;01.05.2022 18:11;1
<br/>;;NOK 350;No;6843803;Dropin  - Sukkerbiten;02.05.2022;10:00-11:30;01.05.2022;01.05.2022 21:18;2
<br/>;Gyldig for angitt antall dager NOK 400;NOK 0;yes;6799835;Dropin  - Sukkerbiten;02.05.2022;10:00-11:30;01.05.2022;01.05.2022 22:40;1
<br/>;;NOK 100;yes;5720309;Dropin  - Sukkerbiten;02.05.2022;10:00-11:30;01.05.2022;01.05.2022 23:08;1
<br/>;;NOK 100;yes;5997519;Dropin  - Sukkerbiten;02.05.2022;10:00-11:30;02.05.2022;02.05.2022 08:23;1
<br/>;;NOK 175;No;6004051;Dropin  - Sukkerbiten;02.05.2022;10:00-11:30;02.05.2022;02.05.2022 09:02;1
<br/>;Gyldig for angitt antall dager NOK 400;NOK 0;yes;5780970;Dropin  - Sukkerbiten;02.05.2022;10:00-11:30;02.05.2022;02.05.2022 09:23;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 1 000    Gyldig for angitt antall dager NOK 400;NOK 0;yes;5778363;Dropin  - Sukkerbiten;02.05.2022;10:00-11:30;02.05.2022;02.05.2022 09:41;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400;NOK 0;yes;6765149;Dropin  - Sukkerbiten;02.05.2022;10:00-11:30;02.05.2022;02.05.2022 09:49;1
<br/>;;NOK 200;yes;6548484;Dropin  - Bademaschin/Snipa;02.05.2022;10:00-11:30;01.05.2022;01.05.2022 20:45;2
<br/>;Gyldig for angitt antall dager NOK 400;NOK 100;yes;6493675;Dropin  - Bademaschin/Snipa;02.05.2022;10:00-11:30;02.05.2022;02.05.2022 08:42;1
<br/>;;NOK 350;No;6845042;Dropin  - Bademaschin/Snipa;02.05.2022;10:00-11:30;02.05.2022;02.05.2022 09:36;2
<br/>;;NOK 175;No;6845098;Dropin  - Bademaschin/Snipa;02.05.2022;10:00-11:30;02.05.2022;02.05.2022 10:28;1
<br/>;;NOK 2 300;No;6826610;Skarven;02.05.2022;11:00-13:00;26.04.2022;26.04.2022 13:31;1
<br/>;;NOK 100;yes;6388747;Dropin  - Sukkerbiten;02.05.2022;11:30-13:00;25.04.2022;25.04.2022 11:09;1
<br/>;Gyldig for angitt antall dager NOK 1 000;NOK 100;yes;5709716;Dropin  - Sukkerbiten;02.05.2022;11:30-13:00;28.04.2022;28.04.2022 00:14;1
<br/>;Gyldig for angitt antall dager NOK 1 000;NOK 200;yes;5716795;Dropin  - Sukkerbiten;02.05.2022;11:30-13:00;28.04.2022;28.04.2022 00:15;2
